ts,device_id,skill_id,commanded_angle,target_angle,error,prev_error,action_idx,action_value,reward,q_value,td_error,epsilon,memory_size,retrieval_k,neighbor_agreement,tick_duration_ms,skill_elapsed_ms
232184,esp32-arm,reach-target-fast,161.0,45.0,-116.0,-114.0,6,2,-116.0,0.0,0.0,0.2,128,0,0.0,45,194754
232685,esp32-arm,reach-target-fast,164.0,45.0,-119.0,-109.0,8,10,-119.0,0.0,0.0,0.2,128,0,0.0,38,195256
233179,esp32-arm,reach-target-fast,139.0,45.0,-94.0,-93.0,5,1,-94.0,0.0,0.0,0.2,128,0,0.0,38,195749
233687,esp32-arm,reach-target-fast,140.0,45.0,-95.0,-90.0,7,5,-95.0,0.0,0.0,0.2,128,0,0.0,45,196257
234188,esp32-arm,reach-target-fast,142.0,45.0,-97.0,-87.0,8,10,-97.0,0.0,0.0,0.2,128,0,0.0,45,196758
234689,esp32-arm,reach-target-fast,176.0,45.0,-131.0,-126.0,7,5,-131.0,0.0,0.0,0.2,128,0,0.0,38,197259
235183,esp32-arm,reach-target-fast,166.0,45.0,-121.0,-120.0,5,1,-121.0,0.0,0.0,0.2,128,0,0.0,39,197753
235690,esp32-arm,reach-target-fast,179.0,45.0,-134.0,-129.0,7,5,-134.0,0.0,0.0,0.2,128,0,0.0,45,198260
236192,esp32-arm,reach-target-fast,180.0,45.0,-135.0,-135.0,8,10,-135.0,0.0,0.0,0.2,128,0,0.0,45,198762
236693,esp32-arm,reach-target-fast,179.0,45.0,-134.0,-135.0,3,-1,-134.0,0.0,0.0,0.2,128,0,0.0,38,199264
237188,esp32-arm,reach-target-fast,150.0,45.0,-105.0,-115.0,0,-10,-105.0,0.0,0.0,0.2,128,0,0.0,38,199758
237694,esp32-arm,reach-target-fast,143.0,45.0,-98.0,-98.0,4,0,-98.0,0.0,0.0,0.2,128,0,0.0,45,200264
238195,esp32-arm,reach-target-fast,143.0,45.0,-98.0,-97.0,5,1,-98.0,0.0,0.0,0.2,128,0,0.0,46,200765
238696,esp32-arm,reach-target-fast,118.0,45.0,-73.0,-73.0,4,0,-73.0,0.0,0.0,0.2,128,0,0.0,39,201266
239190,esp32-arm,reach-target-fast,123.0,45.0,-78.0,-78.0,4,0,-78.0,0.0,0.0,0.2,128,0,0.0,38,201760
239697,esp32-arm,reach-target-fast,127.0,45.0,-82.0,-82.0,4,0,-82.0,0.0,0.0,0.2,128,0,0.0,45,202267
240198,esp32-arm,reach-target-fast,114.0,45.0,-69.0,-70.0,3,-1,-69.0,0.0,0.0,0.2,128,0,0.0,46,202768
240699,esp32-arm,reach-target-fast,122.0,45.0,-77.0,-77.0,4,0,-77.0,0.0,0.0,0.2,128,0,0.0,39,203269
241193,esp32-arm,reach-target-fast,104.0,45.0,-59.0,-61.0,2,-2,-59.0,0.0,0.0,0.2,128,0,0.0,38,203763
241702,esp32-arm,reach-target-fast,95.0,45.0,-50.0,-51.0,3,-1,-50.0,0.0,0.0,0.2,128,0,0.0,44,204272
242204,esp32-arm,reach-target-fast,112.0,45.0,-67.0,-62.0,7,5,-67.0,0.0,0.0,0.2,128,0,0.0,45,204774
242706,esp32-arm,reach-target-fast,114.0,45.0,-69.0,-74.0,1,-5,-69.0,0.0,0.0,0.2,128,0,0.0,38,205276
243199,esp32-arm,reach-target-fast,110.0,45.0,-65.0,-67.0,2,-2,-65.0,0.0,0.0,0.2,128,0,0.0,38,205770
243709,esp32-arm,reach-target-fast,108.0,45.0,-63.0,-58.0,7,5,-63.0,0.0,0.0,0.2,128,0,0.0,45,206279
244210,esp32-arm,reach-target-fast,109.0,45.0,-64.0,-54.0,8,10,-64.0,0.0,0.0,0.2,128,0,0.0,46,206780
244711,esp32-arm,reach-target-fast,128.0,45.0,-83.0,-82.0,5,1,-83.0,0.0,0.0,0.2,128,0,0.0,38,207281
245205,esp32-arm,reach-target-fast,122.0,45.0,-77.0,-87.0,0,-10,-77.0,0.0,0.0,0.2,128,0,0.0,38,207775
245711,esp32-arm,reach-target-fast,122.0,45.0,-77.0,-72.0,7,5,-77.0,0.0,0.0,0.2,128,0,0.0,45,208282
246213,esp32-arm,reach-target-fast,147.0,45.0,-102.0,-112.0,0,-10,-102.0,0.0,0.0,0.2,128,0,0.0,45,208783
246714,esp32-arm,reach-target-fast,131.0,45.0,-86.0,-85.0,5,1,-86.0,0.0,0.0,0.2,128,0,0.0,38,209284
247208,esp32-arm,reach-target-fast,117.0,45.0,-72.0,-72.0,4,0,-72.0,0.0,0.0,0.2,128,0,0.0,38,209778
247715,esp32-arm,reach-target-fast,169.0,45.0,-124.0,-129.0,1,-5,-124.0,0.0,0.0,0.2,128,0,0.0,45,210285
248216,esp32-arm,reach-target-fast,162.0,45.0,-117.0,-117.0,4,0,-117.0,0.0,0.0,0.2,128,0,0.0,46,210786
248718,esp32-arm,reach-target-fast,180.0,45.0,-135.0,-135.0,7,5,-135.0,0.0,0.0,0.2,128,0,0.0,39,211288
249211,esp32-arm,reach-target-fast,180.0,45.0,-135.0,-135.0,6,2,-135.0,0.0,0.0,0.2,128,0,0.0,38,211782
249719,esp32-arm,reach-target-fast,154.0,45.0,-109.0,-109.0,4,0,-109.0,0.0,0.0,0.2,128,0,0.0,45,212290
250222,esp32-arm,reach-target-fast,148.0,45.0,-103.0,-93.0,8,10,-103.0,0.0,0.0,0.2,128,0,0.0,45,212792
250724,esp32-arm,reach-target-fast,165.0,45.0,-120.0,-125.0,1,-5,-120.0,0.0,0.0,0.2,128,0,0.0,39,213294
251218,esp32-arm,reach-target-fast,166.0,45.0,-121.0,-122.0,3,-1,-121.0,0.0,0.0,0.2,128,0,0.0,39,213788
251725,esp32-arm,reach-target-fast,160.0,45.0,-115.0,-120.0,1,-5,-115.0,0.0,0.0,0.2,128,0,0.0,44,214295
252226,esp32-arm,reach-target-fast,152.0,45.0,-107.0,-117.0,0,-10,-107.0,0.0,0.0,0.2,128,0,0.0,45,214796
252727,esp32-arm,reach-target-fast,180.0,45.0,-135.0,-131.0,7,5,-135.0,0.0,0.0,0.2,128,0,0.0,39,215297
253221,esp32-arm,reach-target-fast,160.0,45.0,-115.0,-115.0,4,0,-115.0,0.0,0.0,0.2,128,0,0.0,38,215792
253729,esp32-arm,reach-target-fast,162.0,45.0,-117.0,-117.0,4,0,-117.0,0.0,0.0,0.2,128,0,0.0,45,216299
254230,esp32-arm,reach-target-fast,174.0,45.0,-129.0,-134.0,1,-5,-129.0,0.0,0.0,0.2,128,0,0.0,46,216800
254731,esp32-arm,reach-target-fast,169.0,45.0,-124.0,-124.0,4,0,-124.0,0.0,0.0,0.2,128,0,0.0,39,217301
255225,esp32-arm,reach-target-fast,167.0,45.0,-122.0,-120.0,6,2,-122.0,0.0,0.0,0.2,128,0,0.0,38,217795
255732,esp32-arm,reach-target-fast,173.0,45.0,-128.0,-130.0,2,-2,-128.0,0.0,0.0,0.2,128,0,0.0,45,218302
256233,esp32-arm,reach-target-fast,158.0,45.0,-113.0,-113.0,4,0,-113.0,0.0,0.0,0.2,128,0,0.0,45,218803
256734,esp32-arm,reach-target-fast,138.0,45.0,-93.0,-88.0,7,5,-93.0,0.0,0.0,0.2,128,0,0.0,38,219304
257229,esp32-arm,reach-target-fast,143.0,45.0,-98.0,-97.0,5,1,-98.0,0.0,0.0,0.2,128,0,0.0,38,219799
257736,esp32-arm,reach-target-fast,167.0,45.0,-122.0,-123.0,3,-1,-122.0,0.0,0.0,0.2,128,0,0.0,45,220306
258237,esp32-arm,reach-target-fast,175.0,45.0,-130.0,-135.0,1,-5,-130.0,0.0,0.0,0.2,128,0,0.0,45,220807
258739,esp32-arm,reach-target-fast,180.0,45.0,-135.0,-131.0,7,5,-135.0,0.0,0.0,0.2,128,0,0.0,40,221309
259232,esp32-arm,reach-target-fast,151.0,45.0,-106.0,-107.0,3,-1,-106.0,0.0,0.0,0.2,128,0,0.0,38,221803
259742,esp32-arm,reach-target-fast,152.0,45.0,-107.0,-117.0,0,-10,-107.0,0.0,0.0,0.2,128,0,0.0,45,222312
260243,esp32-arm,reach-target-fast,155.0,45.0,-110.0,-108.0,6,2,-110.0,0.0,0.0,0.2,128,0,0.0,45,222813
260744,esp32-arm,reach-target-fast,163.0,45.0,-118.0,-118.0,4,0,-118.0,0.0,0.0,0.2,128,0,0.0,38,223315
261238,esp32-arm,reach-target-fast,138.0,45.0,-93.0,-94.0,3,-1,-93.0,0.0,0.0,0.2,128,0,0.0,38,223808
261744,esp32-arm,reach-target-fast,149.0,45.0,-104.0,-105.0,3,-1,-104.0,0.0,0.0,0.2,128,0,0.0,45,224314
262245,esp32-arm,reach-target-fast,133.0,45.0,-88.0,-86.0,6,2,-88.0,0.0,0.0,0.2,128,0,0.0,45,224815
262746,esp32-arm,reach-target-fast,115.0,45.0,-70.0,-60.0,8,10,-70.0,0.0,0.0,0.2,128,0,0.0,38,225316
263240,esp32-arm,reach-target-fast,131.0,45.0,-86.0,-87.0,3,-1,-86.0,0.0,0.0,0.2,128,0,0.0,39,225810
263747,esp32-arm,reach-target-fast,160.0,45.0,-115.0,-120.0,1,-5,-115.0,0.0,0.0,0.2,128,0,0.0,45,226317
264249,esp32-arm,reach-target-fast,169.0,45.0,-124.0,-122.0,6,2,-124.0,0.0,0.0,0.2,128,0,0.0,45,226820
264751,esp32-arm,reach-target-fast,160.0,45.0,-115.0,-120.0,1,-5,-115.0,0.0,0.0,0.2,128,0,0.0,39,227321
265245,esp32-arm,reach-target-fast,142.0,45.0,-97.0,-92.0,7,5,-97.0,0.0,0.0,0.2,128,0,0.0,39,227815
265751,esp32-arm,reach-target-fast,135.0,45.0,-90.0,-92.0,2,-2,-90.0,0.0,0.0,0.2,128,0,0.0,45,228321
266252,esp32-arm,reach-target-fast,129.0,45.0,-84.0,-89.0,1,-5,-84.0,0.0,0.0,0.2,128,0,0.0,45,228823
266753,esp32-arm,reach-target-fast,138.0,45.0,-93.0,-94.0,3,-1,-93.0,0.0,0.0,0.2,128,0,0.0,38,229324
267247,esp32-arm,reach-target-fast,151.0,45.0,-106.0,-106.0,4,0,-106.0,0.0,0.0,0.2,128,0,0.0,38,229817
267754,esp32-arm,reach-target-fast,136.0,45.0,-91.0,-96.0,1,-5,-91.0,0.0,0.0,0.2,128,0,0.0,45,230325
268257,esp32-arm,reach-target-fast,136.0,45.0,-91.0,-90.0,5,1,-91.0,0.0,0.0,0.2,128,0,0.0,45,230827
268759,esp32-arm,reach-target-fast,147.0,45.0,-102.0,-107.0,1,-5,-102.0,0.0,0.0,0.2,128,0,0.0,38,231330
269253,esp32-arm,reach-target-fast,135.0,45.0,-90.0,-95.0,1,-5,-90.0,0.0,0.0,0.2,128,0,0.0,38,231823
269760,esp32-arm,reach-target-fast,149.0,45.0,-104.0,-94.0,8,10,-104.0,0.0,0.0,0.2,128,0,0.0,45,232330
270261,esp32-arm,reach-target-fast,155.0,45.0,-110.0,-110.0,4,0,-110.0,0.0,0.0,0.2,128,0,0.0,45,232831
270762,esp32-arm,reach-target-fast,139.0,45.0,-94.0,-93.0,5,1,-94.0,0.0,0.0,0.2,128,0,0.0,38,233333
271256,esp32-arm,reach-target-fast,127.0,45.0,-82.0,-87.0,1,-5,-82.0,0.0,0.0,0.2,128,0,0.0,38,233826
271764,esp32-arm,reach-target-fast,143.0,45.0,-98.0,-97.0,5,1,-98.0,0.0,0.0,0.2,128,0,0.0,45,234334
272266,esp32-arm,reach-target-fast,134.0,45.0,-89.0,-94.0,1,-5,-89.0,0.0,0.0,0.2,128,0,0.0,46,234836
272768,esp32-arm,reach-target-fast,138.0,45.0,-93.0,-93.0,4,0,-93.0,0.0,0.0,0.2,128,0,0.0,39,235338
273263,esp32-arm,reach-target-fast,112.0,45.0,-67.0,-77.0,0,-10,-67.0,0.0,0.0,0.2,128,0,0.0,40,235833
273771,esp32-arm,reach-target-fast,75.0,45.0,-30.0,-30.0,4,0,-30.0,0.0,0.0,0.2,128,0,0.0,46,236341
274273,esp32-arm,reach-target-fast,81.0,45.0,-36.0,-37.0,3,-1,-36.0,0.0,0.0,0.2,128,0,0.0,46,236843
274776,esp32-arm,reach-target-fast,78.0,45.0,-33.0,-35.0,2,-2,-33.0,0.0,0.0,0.2,128,0,0.0,39,237346
275271,esp32-arm,reach-target-fast,56.0,45.0,-11.0,-11.0,4,0,-11.0,0.0,0.0,0.2,128,0,0.0,39,237841
275779,esp32-arm,reach-target-fast,46.0,45.0,-1.0,-6.0,1,-5,4.0,0.0,0.0,0.2,128,0,0.0,46,238349
276282,esp32-arm,reach-target-fast,41.0,45.0,4.0,4.0,4,0,-4.0,0.0,0.0,0.2,128,0,0.0,45,238852
276784,esp32-arm,reach-target-fast,52.0,45.0,-7.0,-5.0,6,2,-7.0,0.0,0.0,0.2,128,0,0.0,39,239354
277278,esp32-arm,reach-target-fast,48.0,45.0,-3.0,2.0,7,5,-3.0,0.0,0.0,0.2,128,0,0.0,39,239849
277785,esp32-arm,reach-target-fast,49.0,45.0,-4.0,-3.0,5,1,-4.0,0.0,0.0,0.2,128,0,0.0,46,240356
278288,esp32-arm,reach-target-fast,19.0,45.0,26.0,16.0,0,-10,-26.0,0.0,0.0,0.2,128,0,0.0,46,240858
278791,esp32-arm,reach-target-fast,15.0,45.0,30.0,25.0,1,-5,-30.0,0.0,0.0,0.2,128,0,0.0,39,241361
279285,esp32-arm,reach-target-fast,4.0,45.0,41.0,39.0,2,-2,-41.0,0.0,0.0,0.2,128,0,0.0,39,241855
279792,esp32-arm,reach-target-fast,7.0,45.0,38.0,36.0,2,-2,-38.0,0.0,0.0,0.2,128,0,0.0,46,242362
280293,esp32-arm,reach-target-fast,14.0,45.0,31.0,21.0,0,-10,-31.0,0.0,0.0,0.2,128,0,0.0,46,242864
280795,esp32-arm,reach-target-fast,19.0,45.0,26.0,24.0,2,-2,-26.0,0.0,0.0,0.2,128,0,0.0,39,243365
281289,esp32-arm,reach-target-fast,21.0,45.0,24.0,34.0,8,10,-24.0,0.0,0.0,0.2,128,0,0.0,39,243859
281796,esp32-arm,reach-target-fast,13.0,45.0,32.0,32.0,4,0,-32.0,0.0,0.0,0.2,128,0,0.0,46,244366
282298,esp32-arm,reach-target-fast,0.0,45.0,45.0,45.0,3,-1,-45.0,0.0,0.0,0.2,128,0,0.0,46,244868
282800,esp32-arm,reach-target-fast,19.0,45.0,26.0,27.0,5,1,-26.0,0.0,0.0,0.2,128,0,0.0,39,245370
283294,esp32-arm,reach-target-fast,0.0,45.0,45.0,45.0,0,-10,-45.0,0.0,0.0,0.2,128,0,0.0,39,245865
283804,esp32-arm,reach-target-fast,0.0,45.0,45.0,45.0,0,-10,-45.0,0.0,0.0,0.2,128,0,0.0,46,246374
284306,esp32-arm,reach-target-fast,1.0,45.0,44.0,44.0,4,0,-44.0,0.0,0.0,0.2,128,0,0.0,46,246876
284808,esp32-arm,reach-target-fast,14.0,45.0,31.0,32.0,5,1,-31.0,0.0,0.0,0.2,128,0,0.0,39,247378
285302,esp32-arm,reach-target-fast,19.0,45.0,26.0,26.0,4,0,-26.0,0.0,0.0,0.2,128,0,0.0,39,247873
285809,esp32-arm,reach-target-fast,12.0,45.0,33.0,23.0,0,-10,-33.0,0.0,0.0,0.2,128,0,0.0,46,248379
286311,esp32-arm,reach-target-fast,16.0,45.0,29.0,39.0,8,10,-29.0,0.0,0.0,0.2,128,0,0.0,45,248881
286814,esp32-arm,reach-target-fast,0.0,45.0,45.0,45.0,2,-2,-45.0,0.0,0.0,0.2,128,0,0.0,40,249384
287308,esp32-arm,reach-target-fast,10.0,45.0,35.0,45.0,8,10,-35.0,0.0,0.0,0.2,128,0,0.0,39,249878
287815,esp32-arm,reach-target-fast,2.0,45.0,43.0,38.0,1,-5,-43.0,0.0,0.0,0.2,128,0,0.0,46,250385
288317,esp32-arm,reach-target-fast,0.0,45.0,45.0,45.0,2,-2,-45.0,0.0,0.0,0.2,128,0,0.0,45,250887
288819,esp32-arm,reach-target-fast,11.0,45.0,34.0,44.0,8,10,-34.0,0.0,0.0,0.2,128,0,0.0,39,251389
289314,esp32-arm,reach-target-fast,10.0,45.0,35.0,45.0,8,10,-35.0,0.0,0.0,0.2,128,0,0.0,39,251885
289821,esp32-arm,reach-target-fast,3.0,45.0,42.0,37.0,1,-5,-42.0,0.0,0.0,0.2,128,0,0.0,45,252391
290323,esp32-arm,reach-target-fast,12.0,45.0,33.0,34.0,5,1,-33.0,0.0,0.0,0.2,128,0,0.0,45,252893
290825,esp32-arm,reach-target-fast,33.0,45.0,12.0,22.0,8,10,-12.0,0.0,0.0,0.2,128,0,0.0,39,253395
291320,esp32-arm,reach-target-fast,63.0,45.0,-18.0,-8.0,8,10,-18.0,0.0,0.0,0.2,128,0,0.0,39,253890
291827,esp32-arm,reach-target-fast,60.0,45.0,-15.0,-10.0,7,5,-15.0,0.0,0.0,0.2,128,0,0.0,45,254397
292330,esp32-arm,reach-target-fast,38.0,45.0,7.0,-3.0,0,-10,-7.0,0.0,0.0,0.2,128,0,0.0,46,254900
292832,esp32-arm,reach-target-fast,67.0,45.0,-22.0,-23.0,3,-1,-22.0,0.0,0.0,0.2,128,0,0.0,39,255402
293327,esp32-arm,reach-target-fast,41.0,45.0,4.0,2.0,2,-2,-4.0,0.0,0.0,0.2,128,0,0.0,39,255897
293835,esp32-arm,reach-target-fast,39.0,45.0,6.0,8.0,6,2,-6.0,0.0,0.0,0.2,128,0,0.0,45,256406
294338,esp32-arm,reach-target-fast,74.0,45.0,-29.0,-29.0,4,0,-29.0,0.0,0.0,0.2,128,0,0.0,46,256908
294839,esp32-arm,reach-target-fast,81.0,45.0,-36.0,-41.0,1,-5,-36.0,0.0,0.0,0.2,128,0,0.0,39,257410
295334,esp32-arm,reach-target-fast,87.0,45.0,-42.0,-43.0,3,-1,-42.0,0.0,0.0,0.2,128,0,0.0,39,257904
295841,esp32-arm,reach-target-fast,80.0,45.0,-35.0,-45.0,0,-10,-35.0,0.0,0.0,0.2,128,0,0.0,46,258411
296343,esp32-arm,reach-target-fast,106.0,45.0,-61.0,-51.0,8,10,-61.0,0.0,0.0,0.2,128,0,0.0,46,258913
296846,esp32-arm,reach-target-fast,125.0,45.0,-80.0,-81.0,3,-1,-80.0,0.0,0.0,0.2,128,0,0.0,39,259416
297341,esp32-arm,reach-target-fast,171.0,45.0,-126.0,-116.0,8,10,-126.0,0.0,0.0,0.2,128,0,0.0,39,259911
297847,esp32-arm,reach-target-fast,151.0,45.0,-106.0,-105.0,5,1,-106.0,0.0,0.0,0.2,128,0,0.0,46,260417
298349,esp32-arm,reach-target-fast,156.0,45.0,-111.0,-116.0,1,-5,-111.0,0.0,0.0,0.2,128,0,0.0,46,260919
298851,esp32-arm,reach-target-fast,157.0,45.0,-112.0,-117.0,1,-5,-112.0,0.0,0.0,0.2,128,0,0.0,39,261421
299346,esp32-arm,reach-target-fast,133.0,45.0,-88.0,-78.0,8,10,-88.0,0.0,0.0,0.2,128,0,0.0,39,261916
299855,esp32-arm,reach-target-fast,129.0,45.0,-84.0,-85.0,3,-1,-84.0,0.0,0.0,0.2,128,0,0.0,46,262425
300357,esp32-arm,reach-target-fast,127.0,45.0,-82.0,-81.0,5,1,-82.0,0.0,0.0,0.2,128,0,0.0,46,262927
300859,esp32-arm,reach-target-fast,115.0,45.0,-70.0,-69.0,5,1,-70.0,0.0,0.0,0.2,128,0,0.0,40,263429
301355,esp32-arm,reach-target-fast,114.0,45.0,-69.0,-68.0,5,1,-69.0,0.0,0.0,0.2,128,0,0.0,39,263925
301861,esp32-arm,reach-target-fast,76.0,45.0,-31.0,-26.0,7,5,-31.0,0.0,0.0,0.2,128,0,0.0,45,264432
302364,esp32-arm,reach-target-fast,84.0,45.0,-39.0,-37.0,6,2,-39.0,0.0,0.0,0.2,128,0,0.0,46,264934
302866,esp32-arm,reach-target-fast,75.0,45.0,-30.0,-30.0,4,0,-30.0,0.0,0.0,0.2,128,0,0.0,39,265436
303360,esp32-arm,reach-target-fast,92.0,45.0,-47.0,-48.0,3,-1,-47.0,0.0,0.0,0.2,128,0,0.0,39,265931
303869,esp32-arm,reach-target-fast,68.0,45.0,-23.0,-23.0,4,0,-23.0,0.0,0.0,0.2,128,0,0.0,46,266439
304371,esp32-arm,reach-target-fast,82.0,45.0,-37.0,-32.0,7,5,-37.0,0.0,0.0,0.2,128,0,0.0,45,266941
304873,esp32-arm,reach-target-fast,78.0,45.0,-33.0,-33.0,4,0,-33.0,0.0,0.0,0.2,128,0,0.0,39,267443
305369,esp32-arm,reach-target-fast,112.0,45.0,-67.0,-57.0,8,10,-67.0,0.0,0.0,0.2,128,0,0.0,39,267939
305875,esp32-arm,reach-target-fast,119.0,45.0,-74.0,-75.0,3,-1,-74.0,0.0,0.0,0.2,128,0,0.0,45,268446
306378,esp32-arm,reach-target-fast,131.0,45.0,-86.0,-85.0,5,1,-86.0,0.0,0.0,0.2,128,0,0.0,46,268949
306882,esp32-arm,reach-target-fast,165.0,45.0,-120.0,-110.0,8,10,-120.0,0.0,0.0,0.2,128,0,0.0,40,269452
307377,esp32-arm,reach-target-fast,141.0,45.0,-96.0,-101.0,1,-5,-96.0,0.0,0.0,0.2,128,0,0.0,39,269947
307884,esp32-arm,reach-target-fast,157.0,45.0,-112.0,-113.0,3,-1,-112.0,0.0,0.0,0.2,128,0,0.0,46,270454
308386,esp32-arm,reach-target-fast,153.0,45.0,-108.0,-98.0,8,10,-108.0,0.0,0.0,0.2,128,0,0.0,46,270956
308888,esp32-arm,reach-target-fast,138.0,45.0,-93.0,-103.0,0,-10,-93.0,0.0,0.0,0.2,128,0,0.0,39,271458
309383,esp32-arm,reach-target-fast,110.0,45.0,-65.0,-64.0,5,1,-65.0,0.0,0.0,0.2,128,0,0.0,39,271953
309889,esp32-arm,reach-target-fast,119.0,45.0,-74.0,-75.0,3,-1,-74.0,0.0,0.0,0.2,128,0,0.0,46,272459
310392,esp32-arm,reach-target-fast,97.0,45.0,-52.0,-57.0,1,-5,-52.0,0.0,0.0,0.2,128,0,0.0,46,272962
310894,esp32-arm,reach-target-fast,102.0,45.0,-57.0,-62.0,1,-5,-57.0,0.0,0.0,0.2,128,0,0.0,39,273464
311389,esp32-arm,reach-target-fast,110.0,45.0,-65.0,-66.0,3,-1,-65.0,0.0,0.0,0.2,128,0,0.0,39,273959
311895,esp32-arm,reach-target-fast,78.0,45.0,-33.0,-43.0,0,-10,-33.0,0.0,0.0,0.2,128,0,0.0,46,274465
312397,esp32-arm,reach-target-fast,83.0,45.0,-38.0,-36.0,6,2,-38.0,0.0,0.0,0.2,128,0,0.0,46,274968
312900,esp32-arm,reach-target-fast,62.0,45.0,-17.0,-16.0,5,1,-17.0,0.0,0.0,0.2,128,0,0.0,39,275470
313395,esp32-arm,reach-target-fast,55.0,45.0,-10.0,-10.0,4,0,-10.0,0.0,0.0,0.2,128,0,0.0,40,275965
313902,esp32-arm,reach-target-fast,44.0,45.0,1.0,-1.0,2,-2,4.0,0.0,0.0,0.2,128,0,0.0,46,276472
314404,esp32-arm,reach-target-fast,40.0,45.0,5.0,15.0,8,10,-5.0,0.0,0.0,0.2,128,0,0.0,46,276974
314906,esp32-arm,reach-target-fast,41.0,45.0,4.0,3.0,3,-1,-4.0,0.0,0.0,0.2,128,0,0.0,40,277476
315401,esp32-arm,reach-target-fast,89.0,45.0,-44.0,-46.0,2,-2,-44.0,0.0,0.0,0.2,128,0,0.0,39,277971
315907,esp32-arm,reach-target-fast,64.0,45.0,-19.0,-14.0,7,5,-19.0,0.0,0.0,0.2,128,0,0.0,46,278477
316408,esp32-arm,reach-target-fast,64.0,45.0,-19.0,-24.0,1,-5,-19.0,0.0,0.0,0.2,128,0,0.0,46,278979
316911,esp32-arm,reach-target-fast,57.0,45.0,-12.0,-13.0,3,-1,-12.0,0.0,0.0,0.2,128,0,0.0,40,279481
317406,esp32-arm,reach-target-fast,82.0,45.0,-37.0,-38.0,3,-1,-37.0,0.0,0.0,0.2,128,0,0.0,39,279976
317913,esp32-arm,reach-target-fast,73.0,45.0,-28.0,-30.0,2,-2,-28.0,0.0,0.0,0.2,128,0,0.0,45,280483
318416,esp32-arm,reach-target-fast,41.0,45.0,4.0,-1.0,1,-5,-4.0,0.0,0.0,0.2,128,0,0.0,45,280986
318919,esp32-arm,reach-target-fast,15.0,45.0,30.0,29.0,3,-1,-30.0,0.0,0.0,0.2,128,0,0.0,39,281489
319414,esp32-arm,reach-target-fast,8.0,45.0,37.0,32.0,1,-5,-37.0,0.0,0.0,0.2,128,0,0.0,39,281984
319922,esp32-arm,reach-target-fast,5.0,45.0,40.0,38.0,2,-2,-40.0,0.0,0.0,0.2,128,0,0.0,46,282492
320424,esp32-arm,reach-target-fast,6.0,45.0,39.0,34.0,1,-5,-39.0,0.0,0.0,0.2,128,0,0.0,46,282994
320926,esp32-arm,reach-target-fast,31.0,45.0,14.0,24.0,8,10,-14.0,0.0,0.0,0.2,128,0,0.0,39,283496
321421,esp32-arm,reach-target-fast,40.0,45.0,5.0,5.0,4,0,-5.0,0.0,0.0,0.2,128,0,0.0,39,283991
321927,esp32-arm,reach-target-fast,24.0,45.0,21.0,21.0,4,0,-21.0,0.0,0.0,0.2,128,0,0.0,46,284497
322429,esp32-arm,reach-target-fast,37.0,45.0,8.0,13.0,7,5,-8.0,0.0,0.0,0.2,128,0,0.0,47,284999
322931,esp32-arm,reach-target-fast,34.0,45.0,11.0,16.0,7,5,-11.0,0.0,0.0,0.2,128,0,0.0,39,285501
323425,esp32-arm,reach-target-fast,35.0,45.0,10.0,8.0,2,-2,-10.0,0.0,0.0,0.2,128,0,0.0,39,285995
323936,esp32-arm,reach-target-fast,37.0,45.0,8.0,13.0,7,5,-8.0,0.0,0.0,0.2,128,0,0.0,45,286506
324437,esp32-arm,reach-target-fast,58.0,45.0,-13.0,-14.0,3,-1,-13.0,0.0,0.0,0.2,128,0,0.0,46,287007
324939,esp32-arm,reach-target-fast,77.0,45.0,-32.0,-30.0,6,2,-32.0,0.0,0.0,0.2,128,0,0.0,39,287509
325434,esp32-arm,reach-target-fast,107.0,45.0,-62.0,-61.0,5,1,-62.0,0.0,0.0,0.2,128,0,0.0,39,288004
325941,esp32-arm,reach-target-fast,103.0,45.0,-58.0,-53.0,7,5,-58.0,0.0,0.0,0.2,128,0,0.0,45,288512
326444,esp32-arm,reach-target-fast,98.0,45.0,-53.0,-58.0,1,-5,-53.0,0.0,0.0,0.2,128,0,0.0,46,289015
326946,esp32-arm,reach-target-fast,87.0,45.0,-42.0,-47.0,1,-5,-42.0,0.0,0.0,0.2,128,0,0.0,40,289517
327440,esp32-arm,reach-target-fast,76.0,45.0,-31.0,-31.0,4,0,-31.0,0.0,0.0,0.2,128,0,0.0,39,290010
327947,esp32-arm,reach-target-fast,40.0,45.0,5.0,5.0,4,0,-5.0,0.0,0.0,0.2,128,0,0.0,45,290518
328450,esp32-arm,reach-target-fast,49.0,45.0,-4.0,1.0,7,5,-4.0,0.0,0.0,0.2,128,0,0.0,46,291020
328952,esp32-arm,reach-target-fast,45.0,45.0,0.0,0.0,4,0,5.0,0.0,0.0,0.2,128,0,0.0,39,291522
329447,esp32-arm,reach-target-fast,37.0,45.0,8.0,9.0,5,1,-8.0,0.0,0.0,0.2,128,0,0.0,39,292017
329953,esp32-arm,reach-target-fast,57.0,45.0,-12.0,-10.0,6,2,-12.0,0.0,0.0,0.2,128,0,0.0,45,292524
330456,esp32-arm,reach-target-fast,98.0,45.0,-53.0,-54.0,3,-1,-53.0,0.0,0.0,0.2,128,0,0.0,46,293026
330957,esp32-arm,reach-target-fast,96.0,45.0,-51.0,-51.0,4,0,-51.0,0.0,0.0,0.2,128,0,0.0,39,293528
